,Buildings,Dynamic Cars,Dynamic Pedestrians,Inside Car,Nature,Roads,Static Cars,Static Pedestrians,Street Objects,Traffic Lights,Traffic Signs
7937a6e29e474c22a33a08bab957b6db,0.0,0.0,0.0,37.190999999999995,0.0,26.565,0.0,0.0,0.0,3.729,0.0
18241a3c63c74842ba6c6b10ad6b0c46,0.0,0.0,0.0,44.88000000000001,0.0,14.057999999999998,0.0,0.0,0.0,3.8280000000000003,0.0
21eef1d66379420f8917568d9d323a70,13.068,0.396,0.0,13.134,3.168,11.220000000000002,0.0,0.0,1.3530000000000002,4.158,0.0
f889c4f2401a45aa9160e305cfe74f4b,0.99,0.0,0.0,16.038,0.264,46.85999999999999,0.0,0.0,0.0,4.356000000000001,0.0
b08352c6e3cb4d5b920f5bb2a64e95ab,30.162000000000003,0.0,0.627,7.128,3.7620000000000005,5.279999999999999,0.0,0.0,0.759,10.593000000000002,0.0
7233e8dffc9d4b018e36360706dce75b,0.0,0.0,0.0,45.34199999999999,0.0,24.683999999999997,0.0,0.0,0.0,3.498,0.0
60f6cff7d8ad495a9b1098e683aae2b1,8.745000000000001,2.5740000000000003,0.5609999999999999,6.534000000000001,1.32,19.635,0.8580000000000001,0.0,0.759,10.988999999999999,0.0
bcf30f674eea4098896f4ad5aa228714,35.079,0.0,0.0,1.3860000000000001,6.831,0.891,0.0,0.0,2.0460000000000003,8.91,0.0
19b25060785c4407b78b54289c23ebd9,8.745,0.0,0.0,10.329,3.003,20.658,0.0,0.0,0.0,3.5310000000000006,0.0
164ec7d70c384f6180147bbbfd716f95,45.243,0.0,0.0,1.8810000000000002,5.577,0.0,0.0,0.0,0.0,9.108,0.0
126bd43cde934526936c6680306ee186,6.567,0.0,0.0,9.867,0.429,29.304000000000002,0.0,0.0,0.0,4.257000000000001,0.759
9dfa8ad7a951401e9d488e03bc90978c,6.930000000000001,0.0,0.0,37.059,0.0,21.681,0.0,0.0,0.0,4.917,0.0
6fbff343606647089525e33b9094044f,15.576,0.297,0.0,14.421,2.739,6.303000000000001,0.0,0.0,0.0,7.689,0.6599999999999999
2597977ac4e249329277b50af046be94,0.0,0.0,0.627,58.97100000000001,0.0,9.108,0.0,0.0,0.0,3.927,0.0
4892621dd09845458fb4dc66f05eecfa,3.333,0.0,1.716,19.074,0.0,29.997,0.0,0.0,0.0,4.785,0.0
e1c87dcec1f04f99adf6b6d9b8d74ef9,9.57,0.0,0.0,15.939,1.221,22.934999999999995,0.0,0.0,0.0,5.9399999999999995,0.0
9ab2027b7ff74f89b5632cb09f0c2686,12.705000000000002,0.0,0.9239999999999999,11.352,0.33,37.851000000000006,0.0,0.0,0.297,9.866999999999999,0.0
8ef01cfdbfad4fcf82326bf4ede3f4d8,1.353,0.0,0.0,26.829000000000004,0.0,20.262,0.0,0.0,2.31,3.0360000000000005,0.0
66a89ce4f73e4019a703c500bd81d88f,30.921000000000003,0.297,0.363,7.623000000000001,2.739,0.99,0.0,0.0,1.617,8.349,0.0
606c285f44f947dc84fe37cc0eb0a705,0.0,0.0,0.0,35.903999999999996,0.264,34.980000000000004,0.0,0.0,0.0,0.0,0.0
ae6cb93a5baa4a67ac818498e4dbc785,0.0,0.0,0.0,52.00800000000001,0.0,17.127,0.0,0.0,0.0,3.96,0.0
b9435ad5a41e41648dd29893165d9d58,15.609000000000002,0.0,0.0,13.926,2.079,17.094,0.0,0.0,0.0,5.775,0.0
57a06cbcda74460a8ce1709f907379a1,0.0,0.0,0.0,51.01800000000001,0.0,19.338,0.0,0.0,0.0,5.412000000000001,0.0
4936a2d6c2f34042956981969be0a084,31.845,0.0,0.0,7.952999999999999,4.257,1.5839999999999999,0.0,0.0,2.079,13.992,0.0
4184a68406e9480fa33e8946c9b8ca1d,1.683,0.528,1.089,6.501,3.168,34.254000000000005,0.0,0.0,2.772,14.718000000000002,2.277
