id,date,expo,side,condition
1de22ff9b18a401bba4103a7811d6592,2019-06-28 18:17:00,MSW,right,AVAS
3f5450f49825489197f7f1ce0bdf3235,2019-06-28 18:35:00,MSW,left,RadioTalk
4deb91cbc3324e5b851b2e825a28c17a,2019-06-28 18:40:00,MSW,left,RadioTalk
2e65fdf781c346d4b03765c91cac9365,2019-06-28 18:40:00,MSW,right,TaxiDriver
d5e24a701fae4e598dc801d01e9b5c3b,2019-06-28 18:44:00,MSW,right,AVAS
f5ad5d0ae0e14a479489d46c4d7b8147,2019-06-28 18:44:00,MSW,left,RadioTalk
977ecd132a914ffa85c2620b4d2d3f50,2019-06-28 18:47:00,MSW,left,AVAS
42e6c447fd484ea6b29ef3c8edfe1e13,2019-06-28 18:47:00,MSW,right,TaxiDriver
942d4dfd8492410d8748dac65a11c6b9,2019-06-28 18:52:00,MSW,left,RadioTalk
e7d29eb162354734bc303c78a513cb20,2019-06-28 18:56:00,MSW,left,AVAS
96d52c0745b648b6a3405e84ce05cb84,2019-06-28 18:56:00,MSW,right,RadioTalk
f459c9934eb1464393a69e02d7978661,2019-06-28 19:00:00,MSW,right,RadioTalk
58ae4fced63d4d6bb4da3cdaef623ff6,2019-06-28 19:05:00,MSW,right,AVAS
b13840d6b56a4378a825a2704781b57d,2019-06-28 19:05:00,MSW,left,TaxiDriver
fdbc1d36af2b4ac8a033dd8dc4271625,2019-06-28 19:07:00,MSW,right,RadioTalk
d52e85540f8240e0a64b50c02c54160e,2019-06-28 19:08:00,MSW,left,AVAS
e6f4c5cd583a4988b30469141f5cd85e,2019-06-28 19:10:00,MSW,right,AVAS
ddc556c1feed46649f79b966e6772137,2019-06-28 19:11:00,MSW,left,AVAS
cbb6c396adbb4f7d98eac50f5191aade,2019-06-28 19:13:00,MSW,right,RadioTalk
12ad795b086d4b5a9017f901f46f04d9,2019-06-28 19:14:00,MSW,left,RadioTalk
380faa9e801d4073ba9728d17d7514b0,2019-06-28 19:21:00,MSW,right,RadioTalk
f22029118f87483e939ac2b7459abc10,2019-06-28 19:22:00,MSW,left,AVAS
623342ce87b34e00b4ec3d54b314fca7,2019-06-28 19:25:00,MSW,right,AVAS
1f1b38c192c5481da255c0a9bb442c8a,2019-06-28 19:25:00,MSW,left,RadioTalk
655fa1000b5b4cdab345b3d8ad11abbf,2019-06-28 19:29:00,MSW,right,AVAS
ae6d5eed58b64e1abec4714ae5b13b00,2019-06-28 19:29:00,MSW,left,RadioTalk
01f38b04bcda4a84a934730037b05a58,2019-06-28 19:34:00,MSW,left,TaxiDriver
32350fb479f645ab8be20b9c8f01bb26,2019-06-28 19:41:00,MSW,left,TaxiDriver
215580cd1b374c92b19cd98bd8ec258a,2019-06-28 19:45:00,MSW,left,RadioTalk
93729038aa7746bf9874ccde82eb567d,2019-06-28 19:52:00,MSW,left,TaxiDriver
e9bf5502a7014d2f90c6458e65c5067f,2019-06-28 19:54:00,MSW,left,AVAS
28e4fe6bdb52456fb47a9e4d50aeec7f,2019-06-29 12:26:00,MSW,right,TaxiDriver
7295e51bd86b44ad87984888c62a2087,2019-06-29 12:30:00,MSW,right,RadioTalk
334e196c8cb44837a2600d72351b58dd,2019-06-29 12:31:00,MSW,left,TaxiDriver
c1531bcda42d4bd3879bca3ffb39bea3,2019-06-29 12:36:00,MSW,left,RadioTalk
66c98d0dbf9e499bb566fc0028ee1a58,2019-06-29 12:37:00,MSW,right,RadioTalk
0407722bae8542e8b8419eb88d6ad6b7,2019-06-29 12:39:00,MSW,left,RadioTalk
cd6e342e08934296857a56334d23f6aa,2019-06-29 12:40:00,MSW,right,AVAS
4496e5d070e84762880f864b46336eb5,2019-06-29 12:43:00,MSW,left,RadioTalk
901fa3fd7fad4b938e1e48a854da1019,2019-06-29 12:43:00,MSW,right,RadioTalk
6f8ddf5862b1424c9289b77d84a30df6,2019-06-29 12:48:00,MSW,right,AVAS
39c3c7d59a634300abb612b71a5c36d6,2019-06-29 12:48:00,MSW,left,TaxiDriver
0314e1a9a0a34b4ba04a6844c18ae231,2019-06-29 12:51:00,MSW,left,TaxiDriver
58ccfab12e4d460d9e5c9c402c970526,2019-06-29 12:52:00,MSW,right,RadioTalk
b58ff88a0ee747358c62d83f43ea49fb,2019-06-29 12:54:00,MSW,left,RadioTalk
05cdc687b184453684cc8470b3b6b5f5,2019-06-29 12:56:00,MSW,right,AVAS
25c735407ee74fcf9665ed28592be9fd,2019-06-29 12:58:00,MSW,left,RadioTalk
b46681231fad499ea2eb31266bb9926e,2019-06-29 12:59:00,MSW,right,AVAS
7e50df9a82174148a2cc64382b996655,2019-06-29 13:10:00,MSW,left,AVAS
a380a7ccb9874b088a8501b90a66ffb1,2019-06-29 13:12:00,MSW,right,RadioTalk
7f0feade4afd4cc18a1c03c6197a4302,2019-06-29 13:13:00,MSW,left,TaxiDriver
f78d910734c54238be211968f69375c6,2019-06-29 13:15:00,MSW,right,TaxiDriver
68e1e77fe1d84f1e86b6de1538c22f62,2019-06-29 13:16:00,MSW,left,AVAS
87030b14894c47c9986c76e2889db8fc,2019-06-29 13:18:00,MSW,left,TaxiDriver
8818855448e24decaf4de63116fb4ba6,2019-06-29 13:18:00,MSW,right,AVAS
44ed079cb81449ec882a3a77ff3c4529,2019-06-29 13:20:00,MSW,right,TaxiDriver
08263f80a9fe45a4a434a86fbcff37f5,2019-06-29 13:26:00,MSW,left,TaxiDriver
0ca7163550cd43ed8e88a9692bf3050e,2019-06-29 13:31:00,MSW,left,RadioTalk
13e05d11c8a34086834c5b91dafb9b0d,2019-06-29 13:31:00,MSW,right,RadioTalk
0a285e75f2474bc1a0b924f98d95baef,2019-06-29 13:37:00,MSW,left,RadioTalk
ef5ac380dea24003bcd1a43013362e58,2019-06-29 13:43:00,MSW,right,AVAS
4fae508e7f0a4a35a814eb682b7d7e81,2019-06-29 13:50:00,MSW,left,RadioTalk
2c51f61e8fb847a681661a09ae81ea82,2019-06-29 13:53:00,MSW,left,TaxiDriver
7374116bbb83449b83f2379defefb58e,2019-06-29 13:55:00,MSW,left,RadioTalk
89a764f9abe047acada83d1c15eb16b9,2019-06-29 13:59:00,MSW,left,AVAS
47b71251f6b645a0ae06b23418ced171,2019-06-29 14:02:00,MSW,left,RadioTalk
676ae408e46a4fa384b3aee3593becb6,2019-06-29 14:02:00,MSW,right,AVAS
2ee6d68bb0114e3583f0750686b07721,2019-06-29 14:06:00,MSW,right,TaxiDriver
1a7b88e7a56a4aaf8872aac4650a3780,2019-06-29 14:06:00,MSW,left,TaxiDriver
2ed0695f695242c49309ace4ca520f12,2019-06-29 14:11:00,MSW,left,AVAS
34379fcf463c4e17af02366bb4595b57,2019-06-29 14:12:00,MSW,right,TaxiDriver
64d2f49e38f545bbab02ffebba4b19de,2019-06-29 14:15:00,MSW,right,AVAS
596f446496f7441baf2f014ceca0b4df,2019-06-29 14:16:00,MSW,left,TaxiDriver
66ea690845814fdcb0e2d3fb83a021ce,2019-06-29 14:19:00,MSW,left,AVAS
7b0123a32aac49c1a75aaead9eb14973,2019-06-29 14:19:00,MSW,right,AVAS
2e52df40a2554638bcc76d5b98a1ceb1,2019-06-29 14:22:00,MSW,left,TaxiDriver
4485be71a8a14e0aab5c766482c7620e,2019-06-29 14:22:00,MSW,right,RadioTalk
b7f30e9af3a64485bf2db505cb1a9fae,2019-06-29 14:25:00,MSW,right,AVAS
1809670ac0cc41eeaeecc71589dad040,2019-06-29 14:25:00,MSW,left,AVAS
e948c6f82c714389bf5b870638f5080e,2019-06-29 14:35:00,MSW,left,TaxiDriver
49d528962d804803b14ba3b1c063d372,2019-06-29 14:35:00,MSW,right,TaxiDriver
e079a9654bbd4c1ebdcf68760c8eed62,2019-06-29 14:40:00,MSW,right,RadioTalk
15598c50818940fda9f05b807cb0a1c7,2019-06-29 14:44:00,MSW,right,AVAS
07fa45664ee24457b4117d31be19c4da,2019-06-29 14:45:00,MSW,left,AVAS
cb7cb97ff541427fa95abcb6b06667aa,2019-06-29 14:48:00,MSW,left,AVAS
b83b11aa170b46b493aaf996c1540e33,2019-06-29 14:48:00,MSW,right,TaxiDriver
2cef3d36ac8b45c7b5e3dcc7219885a8,2019-06-29 14:51:00,MSW,left,AVAS
8b115af07edd4613a41e3e1e80bd74d1,2019-06-29 15:09:00,MSW,left,RadioTalk
431584e56b4f4448bd5b7af4be390aa7,2019-06-29 15:09:00,MSW,right,RadioTalk
1973e04f4fe44771b3194c20c8263e72,2019-06-29 15:23:00,MSW,left,TaxiDriver
f658e9d0c54540b780037912e527f3d7,2019-06-29 15:23:00,MSW,right,AVAS
ee704f4d71994efdaca6056a29f722f0,2019-06-29 15:28:00,MSW,left,AVAS
e692ad2a64b3417d8250977517137145,2019-06-29 15:28:00,MSW,right,RadioTalk
7f1f26e5fece453585425e550849b6f0,2019-06-29 15:33:00,MSW,left,AVAS
4b9205b0b4454658a51278947a2e35b9,2019-06-29 15:33:00,MSW,right,AVAS
942fd746f3904e708f7e52e90e9212f4,2019-06-29 15:37:00,MSW,right,TaxiDriver
f061a80498034821809f96ad0752f57d,2019-06-29 15:37:00,MSW,left,AVAS
07b30f2c716e413d8b58c7fec6c98fd3,2019-06-29 15:40:00,MSW,right,RadioTalk
f069dc72fa434a76ad3873b8092c9231,2019-06-29 15:40:00,MSW,left,AVAS
a57159c8e9f44d5b81bfaaf4df3afa7e,2019-06-29 15:43:00,MSW,right,AVAS
da2e7aeb51e64682868de5dfc8ae5c4e,2019-06-29 15:46:00,MSW,right,RadioTalk
aaa8b16ecb8b40cfaa20c59e1a1ccb3f,2019-06-29 15:47:00,MSW,left,AVAS
0858c623cfd34cada097d3923c663f6d,2019-06-29 15:50:00,MSW,left,TaxiDriver
90b7ded86f294e88a377ef1322a38048,2019-06-29 15:56:00,MSW,left,TaxiDriver
22dea20932374882997d2209a7634901,2019-06-29 15:59:00,MSW,right,AVAS
e3e918abffb6445fb8c1234eb6c3ab71,2019-06-29 16:00:00,MSW,left,AVAS
bcdf49822b8d41099dbfd1debe486769,2019-06-29 16:03:00,MSW,left,TaxiDriver
da79e82d8fd543e99670e627fa80335e,2019-06-29 16:10:00,MSW,left,RadioTalk
598055953ce34277a701c2c764d2117f,2019-06-29 16:15:00,MSW,left,AVAS
42b042417f774f10a1d52a2aeacf3aed,2019-06-29 16:16:00,MSW,right,AVAS
404e7a708a284df5862e10f24af28a06,2019-06-29 16:20:00,MSW,left,RadioTalk
8efacd1dbd504688974f86a9b9c4a55f,2019-06-29 16:22:00,MSW,left,AVAS
539881e245d84daa8b1e91e16e1a4537,2019-06-29 16:26:00,MSW,left,TaxiDriver
297ddcd434d347fcb9b8b7cf738c4ec9,2019-06-29 16:28:00,MSW,right,AVAS
98d716cfc53846a1a6af6b978e0fbb3d,2019-06-29 16:29:00,MSW,left,TaxiDriver
85009698e4e94d408b86d0327e59a780,2019-06-29 16:31:00,MSW,right,TaxiDriver
7f01230236e34be39a8e77e1f12b825a,2019-06-29 16:32:00,MSW,left,RadioTalk
64260acb792b4b319cf66518da93f981,2019-06-29 16:52:00,MSW,right,TaxiDriver
647f46dcdf004957a98e14690f016e2a,2019-06-29 17:03:00,MSW,left,RadioTalk
9acd5922fe9940baaf5b8992d9d63d67,2019-06-29 17:04:00,MSW,right,RadioTalk
e12163efca034ac88b67c3f6b3b5ed0f,2019-06-29 17:07:00,MSW,right,TaxiDriver
ee5e66f6e0944da182c0a2fea83cdf28,2019-06-29 17:12:00,MSW,right,TaxiDriver
2037f02864ea43b3be7d39ef74898cf0,2019-06-29 17:15:00,MSW,right,TaxiDriver
73adc4239de348ee840a8f45c43ea8e7,2019-06-29 17:19:00,MSW,right,RadioTalk
e886760b4e904ee2a06323d2a1c7bcdb,2019-06-29 17:42:00,MSW,left,TaxiDriver
13870ef57507403f93595106cbaa70c6,2019-06-29 17:43:00,MSW,right,TaxiDriver
8cb7724295834fa59d7e0e2c91433d94,2019-06-29 17:45:00,MSW,left,RadioTalk
be744f1696424b29b5e33823682ba253,2019-06-29 17:54:00,MSW,right,RadioTalk
23343dd407504c9aa5daaac961a5a514,2019-06-29 17:57:00,MSW,right,AVAS
b8d3fb41e3c14df6a82ea1de8b12d200,2019-06-29 18:02:00,MSW,left,AVAS
8096b1cc85034d5e8193f41db47fe59a,2019-06-29 18:05:00,MSW,left,TaxiDriver
63b3885f40ac4b3e919a6be54c8f3b1b,2019-06-29 18:05:00,MSW,right,RadioTalk
027a1a7711fd46a7819b0dcad6a8c73d,2019-06-29 18:09:00,MSW,left,AVAS
9db0caac39b74b2884a44131bdcdd748,2019-06-29 18:09:00,MSW,right,TaxiDriver
4939504ef1294a3eb2d463b22ae13129,2019-06-29 18:13:00,MSW,left,RadioTalk
1d7aba2287944f3ba7c695d9e10e41bf,2019-06-29 18:13:00,MSW,right,TaxiDriver
3718094ac64041efbf9bbaf61e8afed2,2019-06-29 18:17:00,MSW,right,TaxiDriver
51ad218471ed4f0589d8c6273d98d8ab,2019-06-29 18:17:00,MSW,left,AVAS
5c969a14d8a84cf7ae2253a8f0343c7e,2019-06-29 18:20:00,MSW,right,AVAS
c2a14efdb86d444aa65a199e9ae2a002,2019-06-29 18:20:00,MSW,left,TaxiDriver
d5bde3ab55ec4dccbaf0e206fe0a4d51,2019-06-29 18:23:00,MSW,right,RadioTalk
e4ecb6b04681473a85374c43562a7701,2019-06-29 18:24:00,MSW,left,RadioTalk
541a9e710b184108b413bda9d53d1a70,2019-06-29 18:29:00,MSW,right,TaxiDriver
dbb448b810f74f81bd9767ad8265dc3a,2019-06-29 18:46:00,MSW,left,TaxiDriver
a254b529de354bedb5bd779376abcac2,2019-06-29 18:46:00,MSW,right,AVAS
82d1609816ca4c519f0789eed5765251,2019-06-29 18:52:00,MSW,left,AVAS
4ee5175a8175460792f7adb853382312,2019-06-29 18:54:00,MSW,right,TaxiDriver
ea2ca6a689134d3fb60de829fffa192a,2019-06-29 18:55:00,MSW,left,AVAS
f47ca85e7818404dbdee920884afa9c4,2019-06-29 18:58:00,MSW,left,RadioTalk
d2580f46d5834ff7b865d4cf765bad42,2019-06-29 18:58:00,MSW,right,AVAS
4eca00cedc5449599a85da04fe494548,2019-06-29 19:02:00,MSW,left,AVAS
8b0a05ad48334840b4b453a61206a004,2019-06-29 19:05:00,MSW,right,AVAS
ae3449b620e24f1d91402e876b210c91,2019-06-29 19:05:00,MSW,left,AVAS
a95346a715f944c1912a3639c48ad766,2019-06-29 19:10:00,MSW,left,RadioTalk
207a48ae727646a99bf7267423cb20b1,2019-06-29 19:15:00,MSW,right,AVAS
371f85b0182644229468dbcd99065695,2019-06-29 19:19:00,MSW,left,AVAS
2eed807285ab47b98d480a6555722670,2019-06-29 19:22:00,MSW,left,TaxiDriver
143922202a95462ea1275573c92e16cd,2019-06-29 19:23:00,MSW,right,TaxiDriver
5869afd8eff34a12a2c9cbb4330b5b20,2019-06-29 19:27:00,MSW,left,AVAS
cd61a97105724f0ebe08c79ed8624a5f,2019-06-29 19:29:00,MSW,left,TaxiDriver
7870d017ae374c11acc5459a3228abdd,2019-06-29 19:30:00,MSW,right,RadioTalk
1bc3c2ee28b4433c945c5d008718fe30,2019-06-29 19:32:00,MSW,left,TaxiDriver
77d14530dfad4a828218d7bb21e262bd,2019-06-29 19:32:00,MSW,right,RadioTalk
2e26244bc20d4eefbec16a60fb109ead,2019-06-29 19:36:00,MSW,left,RadioTalk
800a3a912957480292e1f0185968c049,2019-06-29 19:36:00,MSW,right,AVAS
b053571abf10482389e94478ee01e7e2,2019-06-29 19:39:00,MSW,right,TaxiDriver
8d2d6230d0144de690de1e02e77413ec,2019-06-29 19:40:00,MSW,left,AVAS
b8c75d50e4124b9abe52adcb5af6dd48,2019-06-29 19:43:00,MSW,left,AVAS
7ad296ca443e4eb68ca50fc85867670f,2019-06-29 19:46:00,MSW,right,AVAS
9f7b3a4bda9b4c18a97953e6cbb5e0b0,2019-06-29 19:49:00,MSW,left,TaxiDriver
f7d995d50214458797ba512ca3f628d7,2019-06-29 19:50:00,MSW,right,TaxiDriver
f6707d3c0307482ea7f2f2d6c5b1859c,2019-06-29 20:23:00,MSW,left,AVAS
81eaaa97e2854172aacfb2962a7c6656,2019-06-29 20:26:00,MSW,left,RadioTalk
682b3c15138141a78ec56315f0df0148,2019-06-29 20:51:00,MSW,left,AVAS
5858d61d72b24f328f328714cb195ef7,2019-06-29 20:58:00,MSW,left,RadioTalk
e2f3276017a64c7098dcb1a3ec5d11f8,2019-06-29 21:01:00,MSW,left,RadioTalk
9cd517fdd9a34418b456f054ef8d3d40,2019-06-29 21:09:00,MSW,right,AVAS
c236ac012e784889871f751771fea137,2019-06-29 21:11:00,MSW,left,AVAS
942637fc287942cc9a5f3685337a6603,2019-06-29 21:12:00,MSW,right,TaxiDriver
038c52a855044696bc6e457070814315,2019-06-29 21:13:00,MSW,left,RadioTalk
04bf3c5e51bf4a3fa3d352b0abc69412,2019-06-29 21:20:00,MSW,left,TaxiDriver
d1649a4e4b194d878e8c41a72247d976,2019-06-29 21:27:00,MSW,left,TaxiDriver
a4ccf140ef3a42818f29a125506224e7,2019-06-29 21:35:00,MSW,left,AVAS
75415f83e4444a1bb0e702a2fa8626c7,2019-06-29 21:35:00,MSW,right,RadioTalk
69be49a0c05a40e0b8ae10ba234905da,2019-06-29 21:39:00,MSW,right,TaxiDriver
928f24317f034a15b6fa69192264aff2,2019-06-29 21:40:00,MSW,left,TaxiDriver
ba5afeba9ee1449a9b75282544845130,2019-06-29 21:47:00,MSW,left,RadioTalk
edffbea986484b56a054813ac96bb976,2019-06-29 21:49:00,MSW,right,TaxiDriver
ba268a4f8380415589fbedebd5487e18,2019-06-29 21:54:00,MSW,left,AVAS
21821362fe3c440fb27c34a66585c9eb,2019-06-29 21:56:00,MSW,right,TaxiDriver
edcfca9a2acf4cdfa3c1427074e0afa6,2019-06-30 12:06:00,MSW,right,AVAS
72a0d8db400e46bdbc5e6817629375ad,2019-06-30 12:06:00,MSW,left,RadioTalk
06f5e42046c04ff281ac69a42e0b0f3d,2019-06-30 12:16:00,MSW,right,TaxiDriver
9ea841cbc7cf443ca55c743a7c8096f7,2019-06-30 12:16:00,MSW,left,RadioTalk
f70520a943264b0eb07cecd99c8d4b02,2019-06-30 12:19:00,MSW,left,RadioTalk
d24cb1bae9714c369a0e06897b9fb7bd,2019-06-30 12:22:00,MSW,right,AVAS
4dea797d760d41738c75f48ef8b90d16,2019-06-30 12:23:00,MSW,left,TaxiDriver
c5b7fa0a1f224336b534061f65a758ea,2019-06-30 12:25:00,MSW,right,RadioTalk
640347589be64a24898772fb25518f7a,2019-06-30 12:26:00,MSW,left,TaxiDriver
da020ea5fc6d4bb99763fe9a98fee8ad,2019-06-30 12:33:00,MSW,left,RadioTalk
8d91063bca4b4932b2bca0300a31a40b,2019-06-30 12:35:00,MSW,right,AVAS
e41325f70c6448d2b22bd52996624d77,2019-06-30 12:36:00,MSW,left,RadioTalk
49b03f20e2964825941bf15a8b0a38c2,2019-06-30 12:41:00,MSW,left,AVAS
4f471e249fa54f0bace4af7a92da5942,2019-06-30 12:45:00,MSW,left,TaxiDriver
35055f8ec0e947e88cdb37617257ed77,2019-06-30 12:46:00,MSW,right,AVAS
7b8525118db0442fb99d2d5bdde56bd6,2019-06-30 12:50:00,MSW,left,TaxiDriver
f88c159c65014c47aaf3c4b9416ef265,2019-06-30 12:51:00,MSW,right,AVAS
a8ae4b12c0dc4c428dcec928f66f6bcc,2019-06-30 12:55:00,MSW,right,RadioTalk
8bd885db1d1348e4b0f2683cf155c28b,2019-06-30 12:57:00,MSW,right,RadioTalk
bbfefafae984430eb4ec8b2252d95a8a,2019-06-30 13:00:00,MSW,left,AVAS
dc657a695c224dba8e1e4f82dae7396c,2019-06-30 13:01:00,MSW,right,RadioTalk
4726d45b43854815a4c4490eb30a74e7,2019-06-30 13:03:00,MSW,left,TaxiDriver
323c591e63e946eaa868dfa0e3c4eb48,2019-06-30 13:04:00,MSW,right,RadioTalk
8a3e5fae715a427e9bd1b0f44095927c,2019-06-30 13:06:00,MSW,left,TaxiDriver
564de1537c144c9c921e2acc46e24168,2019-06-30 13:07:00,MSW,right,AVAS
93ec0fdc1e284cf0b0fd802c6f085374,2019-06-30 13:09:00,MSW,left,AVAS
cf68539236454e728db3bea738430ecb,2019-06-30 13:10:00,MSW,right,RadioTalk
73ab4a2e00b6472597ba5a18c19e54b3,2019-06-30 13:12:00,MSW,left,AVAS
cf35128a8eaa4e0da0b7baf6bef0fd5f,2019-06-30 13:12:00,MSW,right,RadioTalk
17e3b6fe2ebf4f0489caaca8bbefc11d,2019-06-30 13:15:00,MSW,right,RadioTalk
6db714194a184d37ace0989f6111d43c,2019-06-30 13:17:00,MSW,right,AVAS
81da608b3a364d14bd194599e8a3ebba,2019-06-30 13:17:00,MSW,left,RadioTalk
644ffe95dcae4f4f935dee4b12832372,2019-06-30 13:20:00,MSW,left,AVAS
cb6c87504f2d450db55def303b58d0a2,2019-06-30 13:23:00,MSW,right,TaxiDriver
2b486f1e6eb842cdaac4aee05adabefd,2019-06-30 13:23:00,MSW,left,TaxiDriver
c5d5ffd6a9af4df7a853b6134254e7d7,2019-06-30 13:26:00,MSW,right,AVAS
24c6b96a40cf42d9a3e599d587298c2e,2019-06-30 13:27:00,MSW,left,TaxiDriver
ca6d6a597493464e98fc04ebb170e6f8,2019-06-30 13:30:00,MSW,left,AVAS
e663e9badaef42729e3a138a9ba493a1,2019-06-30 13:33:00,MSW,right,TaxiDriver
ed54d8f733bb4d7ca7e0a4f5ee3537a0,2019-06-30 13:33:00,MSW,left,AVAS
5d307ad0f1a44728a099fef82b5615c5,2019-06-30 13:36:00,MSW,right,RadioTalk
da036b5907924bed84b4092bc308b545,2019-06-30 13:36:00,MSW,left,AVAS
a3f6195252174bb0b0efdfc701386d4d,2019-06-30 13:39:00,MSW,left,RadioTalk
8564de66944b4a02a1fe79234d092c64,2019-06-30 13:39:00,MSW,right,RadioTalk
687158a63c184fe6a85e7599d7268059,2019-06-30 13:42:00,MSW,right,TaxiDriver
472094af9a04483e8e0ee26abc3d7b1d,2019-06-30 13:47:00,MSW,left,RadioTalk
79c2b5aa2c794c3997340ad364ff7ca3,2019-06-30 13:47:00,MSW,right,RadioTalk
e82e248c30814e0bad116bc7e3deac60,2019-06-30 13:50:00,MSW,left,TaxiDriver
f584295ebb6542088171cc122dda7a7f,2019-06-30 13:51:00,MSW,right,AVAS
fa54536849b643488aad3da9641e02a4,2019-06-30 13:53:00,MSW,right,RadioTalk
75b15d003a5c4471802223e30ae77165,2019-06-30 13:54:00,MSW,left,TaxiDriver
4d0547f3e13d438a84b91b0debc29cdf,2019-06-30 13:57:00,MSW,left,TaxiDriver
29bcef4ec12d48d7bec1cf8c1e8cded0,2019-06-30 14:01:00,MSW,left,AVAS
5be97c6e883d4bfea632e9102d3d62f9,2019-06-30 14:04:00,MSW,left,RadioTalk
add045ca49ce4fba855449b2364b4118,2019-06-30 14:04:00,MSW,right,RadioTalk
f205dc178dda4d6180dc93a58b2516f9,2019-06-30 14:07:00,MSW,left,TaxiDriver
65e6647d86f44dd6a304263647fb3757,2019-06-30 14:09:00,MSW,right,TaxiDriver
803afdd9d11f479e89d078ea93606370,2019-06-30 14:10:00,MSW,left,AVAS
9f4fc124ec6d41928fb3a41824a366f3,2019-06-30 14:12:00,MSW,left,TaxiDriver
800441fe28ee4e19a3851445aed4043a,2019-06-30 14:12:00,MSW,right,RadioTalk
792695b2ea234d03805f297198ba3732,2019-06-30 14:15:00,MSW,left,AVAS
aaba3cf450394d9ab32ffa6496a29a0e,2019-06-30 14:15:00,MSW,right,RadioTalk
dfd7d20a9d2a4f879730979a52ef6cfc,2019-06-30 14:18:00,MSW,left,AVAS
c041c029f28a432aa436f1a7a7daf0c7,2019-06-30 14:18:00,MSW,right,TaxiDriver
a887af63b8b24a78b888fe1aa1025d27,2019-06-30 14:21:00,MSW,left,RadioTalk
de90e6af78dc4266994d0586f9d8ca25,2019-06-30 14:22:00,MSW,right,TaxiDriver
2732f096ca484a3693868dd1881796b8,2019-06-30 14:24:00,MSW,left,RadioTalk
1daa57d705644316a8a3f3102d349eb9,2019-06-30 14:26:00,MSW,right,RadioTalk
2831fa4227394617a48e290703e2a782,2019-06-30 14:27:00,MSW,left,AVAS
b83673a31d044e4f8d8a499c6c542cdd,2019-06-30 14:29:00,MSW,right,RadioTalk
c0ade3d63b104bc5b2d45e9e99277121,2019-06-30 14:30:00,MSW,left,RadioTalk
99178f8f342a4d2ca12e8ae2d9f4fcb1,2019-06-30 14:31:00,MSW,right,RadioTalk
53bb16de0644438380071c39626e7b09,2019-06-30 14:34:00,MSW,left,TaxiDriver
a354123f8c1647258197ac3180eac366,2019-06-30 14:35:00,MSW,right,TaxiDriver
88e690880c9f42eeb80caab9c0232256,2019-06-30 14:38:00,MSW,left,AVAS
a01821b3ff9842abb6e07b8365f5a29e,2019-06-30 14:43:00,MSW,right,AVAS
75bed7bd2aa64cab81e72e58a1fae856,2019-06-30 14:43:00,MSW,left,AVAS
8785147806db4a279362353ccb023844,2019-06-30 14:47:00,MSW,left,RadioTalk
ada19b5a6c4449f0b0cdfe41e695a6ef,2019-06-30 14:47:00,MSW,right,RadioTalk
3a9d4841cf1e4b86bb2e094d55d19e92,2019-06-30 14:52:00,MSW,right,AVAS
e7dd1af547e544daacb690da5905db56,2019-06-30 14:58:00,MSW,right,AVAS
60635ef722684930957a901d9b797932,2019-06-30 14:59:00,MSW,left,AVAS
7a4c01fff767486bb8247b00ccbacaf8,2019-06-30 15:00:00,MSW,right,AVAS
49ed3e1f0ad542c78d26f25c9096e376,2019-06-30 15:02:00,MSW,left,AVAS
59551f11212b4630acb14593baffde80,2019-06-30 15:04:00,MSW,right,RadioTalk
7f507d96e99444e9a509e0156200e995,2019-06-30 15:05:00,MSW,left,AVAS
1226efb03d0e449aba08f8ee5e3faad4,2019-06-30 15:07:00,MSW,right,AVAS
059dfa5269af4868b07be1c42fc22906,2019-06-30 15:08:00,MSW,left,AVAS
306f7e947de2428299aab3537d662ac7,2019-06-30 15:11:00,MSW,left,RadioTalk
b2266f2fc64d4f54943a2977c84b1424,2019-06-30 15:14:00,MSW,right,TaxiDriver
60939dedfdce4fee99895cf1712bb669,2019-06-30 15:17:00,MSW,left,AVAS
d9257b5490e448b68955298d635e8757,2019-06-30 15:17:00,MSW,right,TaxiDriver
ed84ad56535a41828c990589c13aa4f1,2019-06-30 15:20:00,MSW,left,RadioTalk
6e765ac018734c6aa0c0ab5ae038df96,2019-06-30 15:23:00,MSW,left,AVAS
eeee65c662e242a6936ad150977e28ce,2019-06-30 15:25:00,MSW,right,AVAS
b6c152f7ae9e488789e88fe97c8ffcb2,2019-06-30 15:26:00,MSW,left,TaxiDriver
9fd3ac73afde4f749ad78da24f10dcf7,2019-06-30 15:31:00,MSW,left,TaxiDriver
994ae91cd6fe48a2870ef13b9eac0d73,2019-06-30 15:31:00,MSW,right,AVAS
4236c92aed3f45cc92dacb4ada49aa1c,2019-06-30 15:35:00,MSW,left,RadioTalk
e45a3775d72042fc80673ea9637f7e40,2019-06-30 15:35:00,MSW,right,AVAS
f2ca610db3194482aa70cc6353f52ba1,2019-06-30 15:40:00,MSW,left,RadioTalk
b0b12b6cebf84fa4a19976ad7e30e731,2019-06-30 15:41:00,MSW,right,AVAS
f0430a62cdcf4cb58ac07fa917a9cb4b,2019-06-30 15:43:00,MSW,right,TaxiDriver
4ee8628fb26a4e4c92e0ae71efc91b94,2019-06-30 15:48:00,MSW,left,TaxiDriver
7eade94b6ab44bd98444f905a900d0c5,2019-06-30 15:51:00,MSW,right,AVAS
a372de653da04a20a691436a814d0206,2019-06-30 15:51:00,MSW,left,TaxiDriver
