id,created,expo,side
9a7cf99094a7446eab3d27841d672fd5,01.06.2019 12:02,MSW,right
ddd3ef19c983441db648c17d46595a52,01.06.2019 12:10,MSW,right
e4f5dce0407b45fa90aeb6afa5768c23,01.06.2019 12:15,MSW,right
7385122ad478473da4fcaa50c5832f95,01.06.2019 12:18,MSW,right
e0ac23be20324e22b3585331320a3b2c,01.06.2019 12:24,MSW,right
eaa9d769573c4beb9aa052244d55a64b,01.06.2019 12:35,MSW,right
c126585db4a34567a2743e0cdecb3342,01.06.2019 12:41,MSW,right
9dd92959fa214eb7a4e7f065ac239420,01.06.2019 12:45,MSW,right
f753c6b36bcd4834a37e9355574e3853,01.06.2019 12:49,MSW,right
426e237d732647d29c87b9cc93353cd1,01.06.2019 13:53,MSW,right
25d26c6ec8fa4fd19287ca5ac16a2409,01.06.2019 14:10,MSW,right
87199bcb2ab24ff4bde3ad91b0045a6e,01.06.2019 14:42,MSW,right
a47919820aa14ceda747e654d1ea5c21,01.06.2019 14:59,MSW,right
d380804eb00146d6bd4c54be71fd247c,01.06.2019 15:07,MSW,right
e6a5cf2fb0614b109146116fde084dcf,01.06.2019 15:15,MSW,right
ed4e825a0dcc4e34bc85e285d9ad0d74,01.06.2019 15:22,MSW,right
51af5eac81f44390be988e7966c24c58,01.06.2019 15:45,MSW,right
2e8dd54db705464f97ce78c1f04b88ad,01.06.2019 15:49,MSW,right
8295348dacab48ff9a3105fd547e7bcc,01.06.2019 15:52,MSW,right
d9266d1d4b764edc9c8059c31b39ce9f,01.06.2019 16:06,MSW,right
1a5ffd5d40ce4ca9b2bc9dcd425376b7,01.06.2019 16:09,MSW,right
ce2aae5aa75048d3bdc419cb985f785a,01.06.2019 16:16,MSW,right
2533b1b47bc8433c9943d58ea8de2c9c,01.06.2019 16:19,MSW,right
e59535975d3b4115880e06e517cca243,01.06.2019 16:25,MSW,right
89cc076013374a0fa7ec86f804428e7a,01.06.2019 16:56,MSW,right
ce2c4e5acb7d43cea2079a96c4699e4b,01.06.2019 17:01,MSW,right
e66239f59b0c42aba4f857a9a49a66be,01.06.2019 17:03,MSW,right
05fa85a99cdf46c4935d8b5fa99f04ba,01.06.2019 17:08,MSW,right
a09303b7290541af9cf28867fa2a1dcf,01.06.2019 17:12,MSW,right
cf49d62f23374505bb18a52acb68b44a,01.06.2019 17:14,MSW,right
6754dc11057d4f8a831b88cdb6eef17b,01.06.2019 17:31,MSW,right
e29173dcfe7e4acc9a4c56a3909c98c9,01.06.2019 17:34,MSW,right
a3eb2d3009a54fe0a31705c93ffc2e1d,01.06.2019 17:37,MSW,right
5f2a31be96dc4b98b13890ec69fc57ea,01.06.2019 17:40,MSW,right
f0bac69a86694a31bd066054bc0b3aee,01.06.2019 17:52,MSW,right
c09d3a3cf5e249bf8aaf1559a2acf8eb,01.06.2019 17:57,MSW,right
f7e328dffdda4534a1ad2fe4dfe7da72,01.06.2019 18:06,MSW,right
f0933a5b32d24e63bfeb24918dfb7b1f,01.06.2019 18:10,MSW,right
851f57467be9494d8408b0e8f7cc84f8,01.06.2019 18:35,MSW,right
3c51e08ae25c4bffbbd57cd5182909f4,01.06.2019 18:49,MSW,right
eda2120fd7554a6c993673c0c07049c1,01.06.2019 19:00,MSW,right
9a2d2d6c562f4e73862fef895808579b,01.06.2019 19:44,MSW,right
db17c89a8e27464c91f307b683c2c980,01.06.2019 19:48,MSW,right
3d6c737f5a1a4c9d87ab9c0b7f579ada,02.06.2019 11:19,MSW,right
c29201be85f34d8a9103971185d3b034,02.06.2019 11:23,MSW,right
a0181fc680c9409eb735fb67d3995c36,02.06.2019 11:29,MSW,right
df437c21635c4247a013a72a7a9cec20,02.06.2019 11:40,MSW,right
91ec99065bee4f89be64c4e63737cca6,02.06.2019 11:42,MSW,right
ef93fb8bf7ac4b25b303a2c52cbef67b,02.06.2019 11:45,MSW,right
fa8dc28525e64ef981545a26b192e32d,02.06.2019 11:47,MSW,right
3c68ac866c2e4762a10cb633fa3d5552,02.06.2019 11:52,MSW,right
b4f8bc9f39014f0eb3796f6cd36e43b1,02.06.2019 11:54,MSW,right
766d163cd67c46809843b3b6f3015633,02.06.2019 11:57,MSW,right
56e9e61e43d24005be8b36f9012e2eba,02.06.2019 12:05,MSW,right
09ac9d7938e543779f8419190c590b2d,02.06.2019 12:07,MSW,right
d22cea6cec3346e2b910f6e99d0bc107,02.06.2019 12:10,MSW,right
e6dc5590ce7f456a8d1177e3ae304200,02.06.2019 12:21,MSW,right
33306eddd3844965a41e89b0c0593de5,02.06.2019 12:24,MSW,right
859ac9756a744cec94d34b253cff772f,02.06.2019 12:28,MSW,right
1d7a75eb5abb451999b70577e85521ed,02.06.2019 12:31,MSW,right
