id,created,expo,side
155e035d01544c8b82152d6831787980,01.06.2019 11:38,MSW,left
0382fc9d07994096ae4853e8b177f3ca,01.06.2019 12:02,MSW,left
c226385e176a49c8af9a854554c3b403,01.06.2019 12:11,MSW,left
3ebdc6d50ac042ec81b0e1318a5c5199,01.06.2019 12:15,MSW,left
d716dcdaa06a499e9fa723d758e5c703,01.06.2019 12:19,MSW,left
a19638de2d7b44ef84ff2fbd005ade44,01.06.2019 12:24,MSW,left
90e2c977aa544445bd8d2e6a2bd0d3a0,01.06.2019 12:35,MSW,left
2cac48fe5eee4c3698c1424711b8acac,01.06.2019 12:38,MSW,left
9e0bb0988ebe4129a894b7a08c0c18d0,01.06.2019 12:45,MSW,left
04dbf349be934ea7a49f1e5710973a2a,01.06.2019 12:49,MSW,left
e00e93e4d4a340a889de312780db9f0d,01.06.2019 14:10,MSW,left
a5858e7f89654f54bbfe41d2e054c68a,01.06.2019 14:59,MSW,left
7ac4411e3ba54b5b93c458d2ac5f4311,01.06.2019 15:09,MSW,left
4279f11ddd144ed69b08c7def4d48282,01.06.2019 15:22,MSW,left
77b6269562b5400eb078152b695a8614,01.06.2019 15:45,MSW,left
91132d6d49f94966b30de2a24f309a18,01.06.2019 15:48,MSW,left
79ba0acd166c4f5caff4fa334fab1e08,01.06.2019 15:52,MSW,left
11b9343a9a3d43799a2131a5266c27f0,01.06.2019 15:55,MSW,left
115592f1dd9b4f31aea1ba578291232c,01.06.2019 16:10,MSW,left
d99da0be6484478993dce3f06ee9d765,01.06.2019 16:20,MSW,left
001a96ea99df4055951bc9d5db8276c0,01.06.2019 17:08,MSW,left
9a13f050d20e495ebdef9eadeaf5a9f1,01.06.2019 17:10,MSW,left
f34981a951ea4770b73560877531c5ad,01.06.2019 17:12,MSW,left
6a6cd01577ee4e29b238279263576523,01.06.2019 17:15,MSW,left
2de29ef15a014d0390ce107a4afff45f,01.06.2019 18:06,MSW,left
4f88829465f24947ba47d27cba83f432,01.06.2019 18:11,MSW,left
16c466de580d49c1a4b85dd35305aee7,01.06.2019 18:17,MSW,left
ad92aace62d7452e9ba3bdf0c153b3a2,01.06.2019 18:21,MSW,left
1364c6cc2c914d83b979abc7d8dbcf45,01.06.2019 18:27,MSW,left
1ae379dfd17a4925bb6ab0e2dcb0996e,01.08.2019 12:55,MSW,left
1dcf5e96c8dc41bdadb4b528c0366e4e,01.08.2019 12:59,MSW,left
8aeb7494bcdf47f28a6ff310a6f4bb0d,01.08.2019 13:02,MSW,left
146f74bbb6a74031ac983f0c59f7f18d,01.08.2019 13:05,MSW,left
ad7efdeafb2d4a3ab819c13786d5c6a8,01.08.2019 13:08,MSW,left
0a3b107f53f2465da565b01a23a59e90,01.08.2019 13:11,MSW,left
058fa87d59c848088f7e5ccd470a26d7,01.08.2019 13:14,MSW,left
53cac797713c4ec6a8d8d936add8b357,01.08.2019 13:19,MSW,left
2c9f71f3b7de45c6b3d0500c97d62e94,01.08.2019 13:22,MSW,left
93778372bccb428ea599f6573b210cef,01.08.2019 13:26,MSW,left
0114ffd35c67486583ee4a471fb2527f,01.08.2019 13:30,MSW,left
ae61e038f5b44a15a3314a42390bfb32,01.08.2019 13:33,MSW,left
46d4f11993604b439e538d7213a7b70e,01.08.2019 13:36,MSW,left
a57d35ce38f24eea99d98a26f811bf1d,01.08.2019 13:39,MSW,left
8089305ae3424063a93b37fdfb42b287,01.08.2019 13:43,MSW,left
d36c77b848164a4d8bd67553783c1af8,01.08.2019 13:46,MSW,left
8a24294178a24792a5d28b969a3842d5,01.08.2019 13:49,MSW,left
ea0ef9074320433ab94d31320ba6d4df,01.08.2019 13:52,MSW,left
1af4fcb6a658418b882ef0f2117fdecc,01.08.2019 13:54,MSW,left
c1ea1ad63e394e19a70be47f91f6a5f6,01.08.2019 13:58,MSW,left
0742da17eb7748c48aebf7a5970736f9,01.08.2019 14:01,MSW,left
3bd565614e464f2687360aa8d96e1105,01.08.2019 14:04,MSW,left
9a90cc4971804e429343d0faf26ae72c,01.08.2019 14:07,MSW,left
dd2b258ab8b74028835614f5b023a1fe,01.08.2019 14:12,MSW,left
a3f2ca69abb340fab3bf8f2925956124,01.08.2019 14:16,MSW,left
8944f99a28d7444f928a416461e803c1,01.08.2019 14:21,MSW,left
ecc856bc779f488a9d0de1047f6f62d1,01.08.2019 14:25,MSW,left
3fc6ac44bf8f4897aab6d3355e3691f8,01.08.2019 14:28,MSW,left
