id,created,expo,side
c8180009d4b04b62871f17b66ae639b6,01.07.2019 18:31,BMBF,right
52bca3b0663447c4b8aaff441039346c,01.08.2019 12:53,BMBF,right
1b8c9ee005994371b9a4ffe5915cf77b,01.08.2019 13:06,BMBF,right
924b0852c78a4369a930b2f9791f5188,01.08.2019 13:10,BMBF,right
70f2eca657514bd59159ba510094608f,01.08.2019 14:11,BMBF,right
bcc05ebaa0504545abaeda505f9e2edf,01.10.2019 12:06,BMBF,right
ece313bc43ab40d8996360ef11eec9ac,01.10.2019 12:24,BMBF,right
06ccfaf4ef6b402086d8b53243755a70,01.10.2019 12:31,BMBF,right
46ff143f16d5400ebfc4e06e92ee07a2,01.10.2019 12:38,BMBF,right
17e0a1d2aeef4a0e89fb57e1584139ca,01.10.2019 12:42,BMBF,right
b4541ef78104453e8940798a76b090eb,01.10.2019 12:45,BMBF,right
df2c26017c68495997ae7e57c45f336b,01.10.2019 12:56,BMBF,right
44001e37eb4d4a86b68bd046a6c9d92f,01.10.2019 13:00,BMBF,right
988475b003cb4cff8b5682ba47e8cbc1,01.10.2019 13:10,BMBF,right
7b57744f768944798ed686d7b9d6938b,01.10.2019 13:16,BMBF,right
6aa904e432bf43bca65dc92369d9f140,01.10.2019 13:32,BMBF,right
71630b168d33476b8892771afa10392e,01.10.2019 13:35,BMBF,right
434cf7105fd44ed390e911f076eca9f0,01.10.2019 13:44,BMBF,right
5fd7fb6796aa41c5b382746f81f758eb,01.10.2019 14:29,BMBF,right
12195cb992b14e7e8274e10ca4b77e48,01.10.2019 16:15,BMBF,right
5d2a81511d514fd5923a3cbe781a5b28,01.10.2019 16:28,BMBF,right
5f85871e2dd44924b995d1bea81b7f40,01.11.2019 11:58,BMBF,right
0d7b2ad89f84485f9c8260382946ed04,01.11.2019 13:53,BMBF,right
7592c566beae4b139b8104d7f09ba17f,01.11.2019 15:11,BMBF,right
3fb4dbf42034416486a5eeda11212895,01.11.2019 15:15,BMBF,right
401dec5b8d3b425585efb0bde1b5947b,02.07.2019 11:44,BMBF,right
efb7844a4df8430f9d1c2f72babe5e86,02.07.2019 11:55,BMBF,right
1d588b0c4d0642aa924287947b20fce0,02.07.2019 12:03,BMBF,right
7be560561f2141518bd4f6c2c3c9f487,02.07.2019 12:06,BMBF,right
3b057c2796314ef6a61de34c28d63e03,02.07.2019 12:50,BMBF,right
745947bca87348c2adc5880fa794ed74,02.07.2019 14:21,BMBF,right
c1f0c9a4c8ae434c87894ac4c28d5d68,02.07.2019 14:53,BMBF,right
030ac6165dc14f158d04a679bf3ac7f5,02.07.2019 14:56,BMBF,right
2f6e35aac1744b79968efce9983adb8e,02.08.2019 12:13,BMBF,right
24e90d4e0cc04aa1bc740dc9934b33a0,02.08.2019 12:21,BMBF,right
717712c0f5b14bdc9a3525716ef6f8e6,02.08.2019 15:02,BMBF,right
19a0e2ad2c454f699c780613d233d19b,02.09.2019 09:49,BMBF,right
f44fa69fc4ab4371bd4a44b60073467a,02.09.2019 09:56,BMBF,right
fa891b94c0a34444bfc37ee9a3648899,02.09.2019 12:14,BMBF,right
f2b2024cbf0845bfae9a1e6fcb93ea3b,02.09.2019 13:59,BMBF,right
78dd042c513c49dbbedecceeb6c25203,02.09.2019 15:27,BMBF,right
ba32de676f9b4722b4679e78e8526913,02.09.2019 15:31,BMBF,right
d01936f007d5457b90a68efe4648ad87,02.10.2019 14:42,BMBF,right
a7af1493bc794349b42fa99800fde902,02.10.2019 14:50,BMBF,right
f666228bd8054f02b47e41140689660e,02.10.2019 14:57,BMBF,right
a90cad5ae08f409d8ad161e4a4a51d40,02.10.2019 15:41,BMBF,right
9c90dda9139c4f3e987b61513004f175,02.10.2019 15:45,BMBF,right
7532214b77104eddbc34cfe4192a0b08,02.10.2019 17:02,BMBF,right
518bba7396bb4296839a4e161f80c5cc,02.10.2019 18:35,BMBF,right
dfc6687366d642e080211734a94ede7f,02.11.2019 12:01,BMBF,right
aeeb7ba3ad164c2d9c7ac9ae72ac752a,02.11.2019 12:04,BMBF,right
31add1059dc64cfa918e2adfb934aeb7,02.11.2019 12:09,BMBF,right
195774e921dd4d7ca278b7c3ad509c9f,02.11.2019 12:15,BMBF,right
c284ecbb29554af1a21beac687547cb0,02.11.2019 12:18,BMBF,right
61fa66b4c2f3469fbb72bb972085a4a5,02.11.2019 12:23,BMBF,right
fe15b07a04914e8e9f7b8738eb7b4017,02.11.2019 12:29,BMBF,right
1ca03490ca2c4371b93592fac9547a75,02.11.2019 12:33,BMBF,right
e49ea1c4e22b42f3a060b3568d04dcaa,02.11.2019 13:10,BMBF,right
6e0d1c994c574a59845a88c3dd519d5e,02.11.2019 13:15,BMBF,right
41a25004aa134383aeb5e54e97a2f74c,02.11.2019 14:12,BMBF,right
ecf0e0de0cdc4e1ebb97672ec0c131b1,02.11.2019 14:53,BMBF,right
75749705b30b4e4cb265af2ca93e7894,02.12.2019 12:58,BMBF,right
611d35a7c3e940cc82495e53c2a8532d,03.01.2020 16:12,BMBF,right
c06f123b35b74bb489ec239b1cac9eb4,03.01.2020 16:16,BMBF,right
84d3f08e719a4a3a87c2c0c3f6da121a,03.07.2019 12:36,BMBF,right
f575aabd9c0541b8a4b6e9f7421c7fe5,03.07.2019 12:44,BMBF,right
5148dd3658e949c0a4a8398513daae59,03.09.2019 09:38,BMBF,right
04daa8928f4041f685b2fc32b4dbfc9d,03.09.2019 09:41,BMBF,right
659aadb889d34f11825d70b212c0d2ae,03.09.2019 09:48,BMBF,right
750b8d30fc084f43bc9b1b6044427377,03.09.2019 09:51,BMBF,right
776e489f33644e2e9fa8e27ca0ac8654,03.09.2019 11:34,BMBF,right
c82234cbddfa46658a5b3f7945b6381a,03.09.2019 11:39,BMBF,right
9a90ec73c8124bdda12c058bd8e33c8e,03.09.2019 11:43,BMBF,right
0d2bc89774524903a2448519e08edeb6,03.09.2019 11:49,BMBF,right
